name,nameEn,region,city,municipality,postcode,suburb,lon,lat,address,,,,,,
Манастир Св. Илија,Monastery of St. Elijah,Skopje Region,Mirkovci,Municipality of Chucher Sandevo,,,42.08556665,21.40986039,"Monastery of St. Elijah, R2239, Mirkovci, North Macedonia",,,,,,
Манастир Добра Вода,Monastery Dobra Voda,Eastern Region,Orizari,Municipality of Kochani,2300,,41.93806105,22.4596785,"Monastery Dobra Voda, Gotse Delchev Str., 2300 Orizari, North Macedonia",,,,,,
Манастир Св. Пантелејом,Monastery St. Panteleimon,Eastern Region,Leshki,Municipality of Kochani,2300,,41.96829965,22.30975653,"Monastery St. Panteleimon, R1309, 2300 Leshki, North Macedonia",,,,,,
Манастир Св. Петка,Monastery St. Paraskevi,Eastern Region,Kalauzlija,Municipality of Karbinci,,,41.7891106,22.32752998,"Monastery St. Paraskevi, R2431, Kalauzlija, North Macedonia",,,,,,
Манастир Св. Архангели,"Monastery St, Archangels",Skopje Region,Pobozhje,Municipality of Chucher Sandevo,,,42.13210295,21.41419914,"Monastery St, Archangels, R2239, Pobozhje, North Macedonia",,,,,,
Манастир Св. Архангели,Monastery St. Archangels,Skopje Region,Pobozhje,Municipality of Chucher Sandevo,,,42.13210145,21.41419871,"Monastery St. Archangels, R2239, Pobozhje, North Macedonia",,,,,,
Св. Спас,Holy Salvation,Pelagonia Region,Alinci,Municipality of Prilep,7514,,41.2613694,21.48663945,"Holy Salvation, A3, 7514 Alinci, North Macedonia",,,,,,
Св. Ѓорѓија,St. George,Skopje Region,Deljadrovci,Municipality of Ilinden,,,42.0242554,21.67607685,"St. George, Friendship, Deljadrovci, North Macedonia",,,,,,
Св. Никола,St. Nicholas,Pelagonia Region,Kadino Selo,Municipality of Prilep,7512,,41.2588632,21.4228231,"St. Nicholas, R2339, 7512 Kadino Selo, North Macedonia",,,,,,
Св. Илија,St. Eliyah,Pelagonia Region,Slavej,Municipality of Krivogashtani,,Slavej IZ,41.3416567,21.39969057,"St. Eliyah, R1306, Slavej, North Macedonia",,,,,,
Св. Троица,Holy Trinity,Pelagonia Region,Krushevo OT,Municipality of Krushevo,7550,Gipsy Neighbourhood,41.36517465,21.25285735,"Holy Trinity, Pitu Guli 0, 7550 Krushevo OT, North Macedonia",,,,,,
Св. Димитриј Солунски,St. Demetrius of Salonica,Pelagonia Region,Oreovec,Municipality of Prilep,,,41.38937535,21.64244831,"St. Demetrius of Salonica, Prilep-Gradsko, Oreovec, North Macedonia",,,,,,
Св. Димитриј Солунски,St. Demetrius of Salonica,Pelagonia Region,Krivogashtani,Municipality of Krivogashtani,7524,,41.33761305,21.32883142,"St. Demetrius of Salonica, Filip Vtori, 7524 Krivogashtani, North Macedonia",,,,,,
Св. Теодор Тирон,St. Theodor Thiron,Pelagonia Region,Krivogashtani,Municipality of Krivogashtani,7524,,41.3359129,21.3359757,"St. Theodor Thiron, Filip Vtori, 7524 Krivogashtani, North Macedonia",,,,,,
Пресв. Богородица,Holy Mother of God,Pelagonia Region,Krivogashtani,Municipality of Krivogashtani,7524,,41.33549535,21.32925,"Holy Mother of God, Avstriska, 7524 Krivogashtani, North Macedonia",,,,,,
Св. Николај,St. Nicholas,Pelagonia Region,Krivogashtani,Municipality of Krivogashtani,7524,,41.33368935,21.331408,"St. Nicholas, Brakja Mocanoski, 7524 Krivogashtani, North Macedonia",,,,,,
Свети Никола,Saint Nicholas,Pelagonia Region,Demir Hisar,Municipality of Demir Hisar/Murgashevo,7240,,41.21980895,21.21051864,"Saint Nicholas, 11 Oktomvri, 7240 Demir Hisar, North Macedonia",,,,,,
Преображение Христово,,Southwestern Region,Mogilec,Municipality of Makedonski Brod,,,41.6625426,21.22009845,"Преображение Христово, R2132, Mogilec, North Macedonia",,,,,,
Манастир Св. Архангел Михаил,,Pelagonia Region,Skochivir,Municipality of Novaci,,,40.96980525,21.64239084,"Манастир Св. Архангел Михаил, R2338, Skochivir, North Macedonia",,,,,,
Св. Константин и Елена,Sts. Constantine and Helena,Pelagonia Region,Veselchani,Municipality of Prilep,7512,,41.26502155,21.43758725,"Sts. Constantine and Helena, A3, 7512 Veselchani, North Macedonia",,,,,,
Св. Петка,St. Parascheva,Pelagonia Region,Krushevo OT,Municipality of Krushevo,7550,Влашко Маало,41.36507975,21.2416082,"St. Parascheva, Blagoj Celev, 7550 Krushevo OT, North Macedonia",,,,,,
Св. Петар и Павле,St. Peter and Paul,Skopje Region,Skopje,Municipality of Gjorche Petrov,1060,Оризари,42.00936525,21.36199288,"St. Peter and Paul, Булевар Македонска Војска, 1060 Skopje, North Macedonia",,,,,,
Св. Злата Мегленска,,Skopje Region,Skopje,Municipality of Saraj,1060,Saraj,42.0040455,21.33293425,"Св. Злата Мегленска, Улица 20, 1060 Skopje, North Macedonia",,,,,,
Св. Спас,Church of the Holy Savior,Skopje Region,Orman,Municipality of Gjorche Petrov,,,42.07007265,21.3557092,"Church of the Holy Savior, A4, Orman, North Macedonia",,,,,,
Св. Јован Крстител,St. John The Baptist,Pelagonia Region,Krushevo OT,Municipality of Krushevo,7550,Lower Krushevo,41.36952875,21.24923957,"St. John The Baptist, Nikola Gjurkovikj, 7550 Krushevo OT, North Macedonia",,,,,,
Св. Никола,St. Nicholas,Pelagonia Region,Krushevo OT,Municipality of Krushevo,7550,Lower Krushevo,41.3683475,21.24908799,"St. Nicholas, Маршал тито, 7550 Krushevo OT, North Macedonia",,,,,,
Манастир Св. Илија,Monastery St. Elijah,Skopje Region,Banjane,Municipality of Chucher Sandevo,,,42.12994875,21.38758628,"Monastery St. Elijah, Манастир Св. Илија, Banjane, North Macedonia",,,,,,
Св. Еремија,,Skopje Region,Skopje,Municiplity of Kisela Voda,1050,Пинтија,41.94532105,21.48383337,"Св. Еремија, Саса-2, 1050 Skopje, North Macedonia",,,,,,
Sulltan Bejazit,,Southwestern Region,Kichevo,Municipality of Kichevo,6250,Chiflik,41.5146118,20.96290576,"Sulltan Bejazit, Гоце Делчев, 6250 Kichevo, North Macedonia",,,,,,
Црква Св. Кузман и Дамјан - Триангла,,Skopje Region,Skopje,Municipality of Gazi Baba,1001,Madzhari,41.9987378,21.49242741,"Црква Св. Кузман и Дамјан - Триангла, Анри Барбис, 1001 Skopje, North Macedonia",,,,,,
Св. Атанас,,Skopje Region,Dolna Matka,Municipality of Saraj,,,41.97120715,21.3101193,"Св. Атанас, Ul. 2, Dolna Matka, North Macedonia",,,,,,
Св. Никола,St. Nicholas,Pelagonia Region,Pashino Ruvci,Municipality of Krivogashtani,7525,,41.24869175,21.39484675,"St. Nicholas, Boris Trajkovski, 7525 Pashino Ruvci, North Macedonia",,,,,,
"Црква ""Пресвета Богородица""","Church ""Тhe Blessed Mother of God""",Polog Region,Gostivar,Municipality of Gostivar,1230,,41.7931916,20.91104382,"Church Тhe Blessed Mother of God""",,,"Димитар Влахов, 1230 Gostivar, North Macedonia",246171790,,
Св.Спас,Holy Saviour Church,Skopje Region,Drachevo,Municiplity of Kisela Voda,1050,,41.934994,21.5178031,"Holy Saviour Church, Јустинијан Први, 1050 Drachevo, North Macedonia",,,,,,
Саат Џамија;Bey Mahala,The Clock Mosque,Polog Region,Gostivar,Municipality of Gostivar,1230,,41.79527545,20.91094721,"The Clock Mosque, Boris Kirdich, 1230 Gostivar, North Macedonia",,,,,,
"Црква ""Свети Ѓорѓија""","Church ""Saint George""",Polog Region,Zdunje,Municipality of Gostivar,1230,,41.79202075,20.87804442,"Church Saint George""",,,"R29279, 1230 Zdunje, North Macedonia",266824490,,
Xhamia e Kadrit,,Polog Region,Gostivar,Municipality of Gostivar,1230,,41.79418043,20.8933393,"Jna, 1230 Gostivar, North Macedonia",,,,,,
"Црква ""Свети Никола""",Saint Nicolas Church,Polog Region,Mirdita,Municipality of Gostivar,1230,,41.75810505,20.87881021,"Saint Nicolas"" Church",,,"A2, 1230 Mirdita, North Macedonia",268394494,,
Црква Св. Атанасиј,,Polog Region,Brvenica,Municipality of Brvenica,1216,,41.96624295,20.98133307,"Црква Св. Атанасиј, R2233, 1216 Brvenica, North Macedonia",,,,,,
Xhamia e Loke,,Polog Region,Chegrane,Municipality of Gostivar,1237,,41.8345188,20.97063665,"Xhamia e Loke, R2233, 1237 Chegrane, North Macedonia",,,,,,
Xhamia në dalje të Çegranit,,Polog Region,Chegrane,Municipality of Gostivar,1237,,41.84541045,20.9786125,"Xhamia në dalje të Çegranit, R2233, 1237 Chegrane, North Macedonia",,,,,,
Џамија во Радиовце,,Polog Region,Radiovce,Municipality of Brvenica,1213,,41.90749555,20.96505893,"Џамија во Радиовце, 102, 1213 Radiovce, North Macedonia",,,,,,
Црква „Св. Никола“,,Polog Region,Tenovo,Municipality of Brvenica,1213,,41.89491345,20.98393414,"Црква „Св. Никола“, 102, 1213 Tenovo, North Macedonia",,,,,,
Стара џамија во Теново,,Polog Region,Tenovo,Municipality of Brvenica,1213,,41.8950092,20.98435509,"Стара џамија во Теново, 102, 1213 Tenovo, North Macedonia",,,,,,
Нова џамија во Теново,,Polog Region,Tenovo,Municipality of Brvenica,1213,,41.89213345,20.97855991,"Нова џамија во Теново, 102, 1213 Tenovo, North Macedonia",,,,,,
Света Троица,Holy Trinity,Pelagonia Region,Podvis,Municipality of Krivogashtani,,,41.3944488,21.32657285,"Holy Trinity, Dame Gruev, Podvis, North Macedonia",,,,,,
Св. Атанасиј Велики,,Pelagonia Region,Godivle,Municipality of Krivogashtani,7524,,41.3663968,21.31650603,"Св. Атанасиј Велики, Јане Сандански, 7524 Godivle, North Macedonia",,,,,,
Св. Константин и Елена,St. Constantine and Helen,Pelagonia Region,Prilep,Municipality of Prilep,7510,Tipski,41.3514694,21.56367985,"St. Constantine and Helen, Panko Brashnarov, 7510 Prilep, North Macedonia",,,,,,
Св. Атанасиј,,Pelagonia Region,Prilep,Municipality of Prilep,7500,Kozle,41.35937835,21.5325699,"Св. Атанасиј, Borka Lopach 0, 7500 Prilep, North Macedonia",,,,,,
Св. Архангел Михаил,St. Archangel Michael,Pelagonia Region,Prilep,Municipality of Prilep,7500,Kozle,41.36037695,21.53445404,"St. Archangel Michael, Borka Lopach 0, 7500 Prilep, North Macedonia",,,,,,
Св. Богородица,,Pelagonia Region,Prilep,Municipality of Prilep,7513,Kozle,41.35822835,21.53438865,"Св. Богородица, Borka Lopach, 7513 Prilep, North Macedonia",,,,,,
Св. Димитрија,,Pelagonia Region,Prilep,Municipality of Prilep,7513,Kozle,41.357881,21.5318083,"Св. Димитрија, Blagoja Shukuroski, 7513 Prilep, North Macedonia",,,,,,
Св. Петар и Павле,,Pelagonia Region,Prilep,Municipality of Prilep,7513,Kozle,41.35653385,21.53666662,"Св. Петар и Павле, Borka Lopach, 7513 Prilep, North Macedonia",,,,,,
Св. Никола,,Pelagonia Region,Prilep,Municipality of Prilep,7513,Kozle,41.3571657,21.53388545,"Св. Никола, Ilija Jovcheski, 7513 Prilep, North Macedonia",,,,,,
Св. Петка,St. Parascheva,Pelagonia Region,Lenishte,Municipality of Prilep,,,41.35884245,21.6270508,"St. Parascheva, R1101, Lenishte, North Macedonia",,,,,,
Манастир Св. Ѓорѓи,,Southeastern Region,Oraovica,Municipality of Radovish,2420,,41.64527175,22.50925227,"Манастир Св. Ѓорѓи, Илија Алексов, 2420 Oraovica, North Macedonia",,,,,,
Чебренски Манастир,,Pelagonia Region,Rapesh,Municipality of Novaci,,,41.1326711,21.67994828,"Чебренски Манастир, R1311, Rapesh, North Macedonia",,,,,,
Св. Атанасиј,,Pelagonia Region,Staravina,Municipality of Novaci,,,41.08600055,21.71906764,"Св. Атанасиј, R1311, Staravina, North Macedonia",,,,,,
Света Троица,Тhe church of the holly Trinity,Skopje Region,Bardovci,Municipality of Karposh,1060,,42.0292294,21.37830177,"Тhe church of the holly Trinity, Street 6, 1060 Bardovci, North Macedonia",,,,,,
Пресвета Богородица,Holy Mother of God,Southwestern Region,Makedonski Brod,Municipality of Makedonski Brod,6530,,41.51368015,21.21411975,"Holy Mother of God, Ilija Igeski-Cvetan, 6530 Makedonski Brod, North Macedonia",,,,,,
Тулбе,Tulbe,Southwestern Region,Makedonski Brod,Municipality of Makedonski Brod,6530,,41.5086055,21.21497909,"Tulbe, Porecka;Porečka 54, 6530 Makedonski Brod, North Macedonia",,,,,,
Турбе на Иса-бег,Tomb of Ishak Bey,Skopje Region,Skopje,Municipality of Chair,1001,Dukjandzhik,42.00242035,21.44143528,"Tomb of Ishak Bey, Васил Анџеларски, 1001 Skopje, North Macedonia",,,,,,
Покров на Пресвета Богородица,Shroud of the Most Holy Mother of God,Pelagonia Region,Prilep,Municipality of Prilep,7500,Shtavichko Maalo,41.3220951,21.5610036,"Shroud of the Most Holy Mother of God, Car Samoil, 7500 Prilep, North Macedonia",,,,,,
Рождество на Пресвета Богородица,Nativity of Virgin Mary,Pelagonia Region,Kadino Selo,Municipality of Prilep,,,41.3053214,21.45768987,"Nativity of Virgin Mary, R2339, Kadino Selo, North Macedonia",,,,,,
Св. Атанасиј,St. Athanasius,Pelagonia Region,Galichani,Municipality of Prilep,7515,,41.3035098,21.47059236,"St. Athanasius, R2339, 7515 Galichani, North Macedonia",,,,,,
Св.Талалеј,,Skopje Region,Arachinovo,Municipality of Arachinovo,1041,,42.02515045,21.5652379,"Св.Талалеј, Улица 1, 1041 Arachinovo, North Macedonia",,,,,,
Св. Јован Крстител,,Skopje Region,Skopje,Municipality of Aerodrom,1001,Novo Lisiche,41.9899259,21.47468825,"Св. Јован Крстител, Srbija, 1001 Skopje, North Macedonia",,,,,,
Св. Никола,St. Nicholas,Pelagonia Region,Sarandinovo,Municipality of Dolneni,,,41.4076239,21.39663953,"St. Nicholas, R1303, Sarandinovo, North Macedonia",,,,,,
Св. Троица,Holy Trinity,Pelagonia Region,Golemo Konjari,Municipality of Prilep,,,41.34156305,21.43697715,"Holy Trinity, R1306, Golemo Konjari, North Macedonia",,,,,,
Св. Пантелејмон,,Pelagonia Region,Beshishte,Municipality of Prilep,,,41.1364108,21.8069666,"Св. Пантелејмон, R2338, Beshishte, North Macedonia",,,,,,
Св. Димитриј,,Eastern Region,Shtip,Municipality of Shtip,2000,Кежовица,41.73441035,22.18118925,"Св. Димитриј, Krste Misirkov, 2000 Shtip, North Macedonia",,,,,,
Св. Богородица,,Eastern Region,Shtip,Municipality of Shtip,2000,Кежовица,41.7360819,22.182105,"Св. Богородица, Krste Misirkov, 2000 Shtip, North Macedonia",,,,,,
Св. Спас,,Eastern Region,Shtip,Municipality of Shtip,2000,Кежовица,41.7347907,22.1848158,"Св. Спас, Nikola Karev, 2000 Shtip, North Macedonia",,,,,,
Манастир „Свети Димитрија“,,Vardar Region,Veles,Municipality of Veles,1400,Babuna,41.7019638,21.79120236,"Манастир „Свети Димитрија“, R1102, 1400 Veles, North Macedonia",,,,,,
Св. Димитрија,,Polog Region,Gostivar,Municipality of Gostivar,1230,,41.7932068,20.9158082,"Св. Димитрија, Mara Ugirnoska, 1230 Gostivar, North Macedonia",,,,,,
Св. Димитриј Солунски,St. Demetrius of Salonica,Pelagonia Region,Trap,Municipality of Mogila,,,41.14121185,21.4357812,"St. Demetrius of Salonica, R29175, Trap, North Macedonia",,,,,,
Св. Атанасиј,St. Athanasius,Pelagonia Region,Pashino Ruvci,Municipality of Krivogashtani,7525,,41.2743076,21.36831554,"St. Athanasius, Ljube Grujoski, 7525 Pashino Ruvci, North Macedonia",,,,,,
Св. Георгиј,St. George,Pelagonia Region,Pashino Ruvci,Municipality of Krivogashtani,7525,,41.271358,21.39021372,"St. George, R2339, 7525 Pashino Ruvci, North Macedonia",,,,,,
Св. Петка,St. Parascheva,Northeastern Region,Voinovikj,Municipality of Kumanovo,,,42.2155793,21.69932307,"St. Parascheva, Friendship, Voinovikj, North Macedonia",,,,,,
Св.Никола,,Eastern Region,Shtip,Municipality of Shtip,2000,Кежовица,41.73663665,22.18890649,"Св.Никола, R1204, 2000 Shtip, North Macedonia",,,,,,
Мурат-пашина џамија,Murat Pasha Mosque,Skopje Region,Skopje,Municipality of Chair,1009,Dukjandzhik,42.00078735,21.43743807,"Murat Pasha Mosque, Битпазарска, 1009 Skopje, North Macedonia",,,,,,
Св. Никола,St. Nicholas,Pelagonia Region,Rashtani,Municipality of Bitola,7000,,41.05142,21.3247045,"St. Nicholas, A3, 7000 Rashtani, North Macedonia",,,,,,
Св. Арханѓел,,Eastern Region,Shtip,Municipality of Shtip,2000,Кежовица,41.7389336,22.18816526,"Св. Арханѓел, Пане Гочев, 2000 Shtip, North Macedonia",,,,,,
Кадан Ана Џамија,,Eastern Region,Shtip,Municipality of Shtip,2000,,41.73802014,22.19801625,"General Mihaylo Apostolski St., 2000 Shtip, North Macedonia",,,,,,
Св. Архангел Михаил,,Eastern Region,Shtip,Municipality of Shtip,2000,Кежовица,41.7380907,22.19129535,"Св. Архангел Михаил, Иво Лола Рибар, 2000 Shtip, North Macedonia",,,,,,
